Sample;Timestamp;Drift;Drift Error;Offset;Offset Error
17761;1.55629e+15;0.999999;6.75398e-07;-991.346;559.579
17762;1.55629e+15;0.999999;6.75398e-07;-991.346;559.579
17763;1.55629e+15;0.999999;6.75398e-07;-991.346;559.579
17764;1.55629e+15;0.999999;6.75398e-07;-991.346;559.579
17765;1.55629e+15;0.999999;6.75398e-07;-991.346;559.579
17766;1.55629e+15;0.999999;6.75398e-07;-991.346;559.579
17767;1.55629e+15;0.999999;6.75398e-07;-991.346;559.579
17768;1.55629e+15;0.999999;6.75398e-07;-991.346;559.579
17769;1.55629e+15;0.999999;6.75398e-07;-991.346;559.579
17770;1.55629e+15;0.999999;6.75398e-07;-991.346;559.579
17771;1.55629e+15;0.999999;6.75398e-07;-991.346;559.579
17772;1.55629e+15;0.999999;6.75398e-07;-991.346;559.579
17773;1.55629e+15;0.999999;6.75398e-07;-991.346;559.579
17774;1.55629e+15;0.999999;6.75398e-07;-991.346;559.579
17775;1.55629e+15;0.999999;6.75398e-07;-991.346;559.579
17776;1.55629e+15;0.999999;6.75398e-07;-991.346;559.579
17777;1.55629e+15;0.999999;6.75398e-07;-991.346;559.579
17778;1.55629e+15;0.999999;6.75398e-07;-991.346;559.579
17779;1.55629e+15;0.999999;6.75398e-07;-991.346;559.579
17780;1.55629e+15;0.999999;6.75398e-07;-991.346;559.579
17781;1.55629e+15;0.999999;6.75398e-07;-991.346;559.579
17782;1.55629e+15;0.999999;6.75398e-07;-991.346;559.579
17783;1.55629e+15;0.999999;6.75398e-07;-991.346;559.579
17784;1.55629e+15;0.999999;6.75398e-07;-991.346;559.579
17785;1.55629e+15;0.999999;6.75398e-07;-991.346;559.579
17786;1.55629e+15;0.999999;6.75398e-07;-991.346;559.579
17787;1.55629e+15;0.999999;6.75398e-07;-991.346;559.579
17788;1.55629e+15;0.999999;6.75398e-07;-991.346;559.579
17789;1.55629e+15;0.999999;6.75398e-07;-991.346;559.579
17790;1.55629e+15;0.999999;6.75398e-07;-991.346;559.579
17791;1.55629e+15;0.999999;6.75398e-07;-991.346;559.579
17792;1.55629e+15;0.999999;6.75398e-07;-991.346;559.579
17793;1.55629e+15;0.999999;6.75398e-07;-991.346;559.579
17794;1.55629e+15;0.999999;6.75398e-07;-991.346;559.579
17795;1.55629e+15;0.999999;6.75398e-07;-991.346;559.579
17796;1.55629e+15;0.999999;6.75398e-07;-991.346;559.579
17797;1.55629e+15;0.999999;6.75398e-07;-991.346;559.579
17798;1.55629e+15;0.999999;6.75398e-07;-991.346;559.579
17799;1.55629e+15;0.999999;6.75398e-07;-991.346;559.579
17800;1.55629e+15;0.999999;6.75398e-07;-991.346;559.579
17801;1.55629e+15;0.999999;6.75398e-07;-991.346;559.579
17802;1.55629e+15;0.999999;6.75398e-07;-991.346;559.579
17803;1.55629e+15;0.999999;6.75398e-07;-991.346;559.579
17804;1.55629e+15;0.999999;6.75398e-07;-991.346;559.579
17805;1.55629e+15;0.999999;6.75398e-07;-991.346;559.579
17806;1.55629e+15;0.999999;6.75398e-07;-991.346;559.579
17807;1.55629e+15;0.999999;6.75398e-07;-991.346;559.579
17808;1.55629e+15;0.999999;6.75398e-07;-991.346;559.579
17809;1.55629e+15;0.999999;6.75398e-07;-991.346;559.579
17810;1.55629e+15;0.999999;6.75398e-07;-991.346;559.579
17811;1.55629e+15;0.999999;6.75398e-07;-991.346;559.579
17812;1.55629e+15;0.999999;6.75398e-07;-991.346;559.579
17813;1.55629e+15;0.999999;6.75398e-07;-991.346;559.579
17814;1.55629e+15;0.999999;6.75398e-07;-991.346;559.579
17815;1.55629e+15;0.999999;6.75398e-07;-991.346;559.579
17816;1.55629e+15;0.999999;6.75398e-07;-991.346;559.579
17817;1.55629e+15;0.999999;6.75398e-07;-991.346;559.579
17818;1.55629e+15;0.999999;6.75398e-07;-991.346;559.579
17819;1.55629e+15;0.999999;6.75398e-07;-991.346;559.579
17820;1.55629e+15;0.999999;6.75398e-07;-991.346;559.579
17821;1.55629e+15;0.999999;6.75398e-07;-991.346;559.579
17822;1.55629e+15;0.999999;6.75398e-07;-991.346;559.579
17823;1.55629e+15;0.999999;6.75398e-07;-991.346;559.579
17824;1.55629e+15;0.999999;6.75398e-07;-991.346;559.579
17825;1.55629e+15;0.999999;6.75398e-07;-991.346;559.579
17826;1.55629e+15;0.999999;6.75398e-07;-991.346;559.579
17827;1.55629e+15;0.999999;6.75398e-07;-991.346;559.579
17828;1.55629e+15;0.999999;6.75398e-07;-991.346;559.579
17829;1.55629e+15;0.999999;6.75398e-07;-991.346;559.579
17830;1.55629e+15;0.999999;6.75398e-07;-991.346;559.579
17831;1.55629e+15;0.999999;6.75398e-07;-991.346;559.579
17832;1.55629e+15;0.999999;6.75398e-07;-991.346;559.579
17833;1.55629e+15;0.999999;6.75398e-07;-991.346;559.579
17834;1.55629e+15;0.999999;6.75398e-07;-991.346;559.579
17835;1.55629e+15;0.999999;6.75398e-07;-991.346;559.579
17836;1.55629e+15;0.999999;6.75398e-07;-991.346;559.579
17837;1.55629e+15;0.999999;6.75398e-07;-991.346;559.579
17838;1.55629e+15;0.999999;6.75398e-07;-991.346;559.579
17839;1.55629e+15;0.999999;6.71402e-07;-991.319;559.551
17840;1.55629e+15;0.999999;6.71402e-07;-991.319;559.551
17841;1.55629e+15;0.999999;6.71402e-07;-991.319;559.551
17842;1.55629e+15;0.999999;6.71402e-07;-991.319;559.551
17843;1.55629e+15;0.999999;6.71402e-07;-991.319;559.551
17844;1.55629e+15;0.999999;6.71402e-07;-991.319;559.551
17845;1.55629e+15;0.999999;6.71402e-07;-991.319;559.551
17846;1.55629e+15;0.999999;6.71402e-07;-991.319;559.551
17847;1.55629e+15;0.999999;6.71402e-07;-991.319;559.551
17848;1.55629e+15;0.999999;6.71402e-07;-991.319;559.551
17849;1.55629e+15;0.999999;6.71402e-07;-991.319;559.551
17850;1.55629e+15;0.999999;6.71402e-07;-991.319;559.551
17851;1.55629e+15;0.999999;6.71402e-07;-991.319;559.551
17852;1.55629e+15;0.999999;6.71402e-07;-991.319;559.551
17853;1.55629e+15;0.999999;6.71402e-07;-991.319;559.551
17854;1.55629e+15;0.999999;6.71402e-07;-991.319;559.551
17855;1.55629e+15;0.999999;6.71402e-07;-991.319;559.551
17856;1.55629e+15;0.999999;6.71402e-07;-991.319;559.551
17857;1.55629e+15;0.999999;6.71402e-07;-991.319;559.551
17858;1.55629e+15;0.999999;6.71402e-07;-991.319;559.551
17859;1.55629e+15;0.999999;6.71402e-07;-991.319;559.551
17860;1.55629e+15;0.999999;6.71402e-07;-991.319;559.551
17861;1.55629e+15;0.999999;6.71402e-07;-991.319;559.551
17862;1.55629e+15;0.999999;6.71402e-07;-991.319;559.551
17863;1.55629e+15;0.999999;6.71402e-07;-991.319;559.551
17864;1.55629e+15;0.999999;6.71402e-07;-991.319;559.551
17865;1.55629e+15;0.999999;6.71402e-07;-991.319;559.551
17866;1.55629e+15;0.999999;6.71402e-07;-991.319;559.551
17867;1.55629e+15;0.999999;6.71402e-07;-991.319;559.551
17868;1.55629e+15;0.999999;6.71402e-07;-991.319;559.551
17869;1.55629e+15;0.999999;6.71402e-07;-991.319;559.551
17870;1.55629e+15;0.999999;6.71402e-07;-991.319;559.551
17871;1.55629e+15;0.999999;6.71402e-07;-991.319;559.551
17872;1.55629e+15;0.999999;6.71402e-07;-991.319;559.551
17873;1.55629e+15;0.999999;6.71402e-07;-991.319;559.551
17874;1.55629e+15;0.999999;6.71402e-07;-991.319;559.551
17875;1.55629e+15;0.999999;6.71402e-07;-991.319;559.551
17876;1.55629e+15;0.999999;6.71402e-07;-991.319;559.551
17877;1.55629e+15;0.999999;6.71402e-07;-991.319;559.551
17878;1.55629e+15;0.999999;6.71402e-07;-991.319;559.551
17879;1.55629e+15;0.999999;6.71402e-07;-991.319;559.551
17880;1.55629e+15;0.999999;6.71402e-07;-991.319;559.551
17881;1.55629e+15;0.999999;6.71402e-07;-991.319;559.551
17882;1.55629e+15;0.999999;6.71402e-07;-991.319;559.551
17883;1.55629e+15;0.999999;6.71402e-07;-991.319;559.551
17884;1.55629e+15;0.999999;6.71402e-07;-991.319;559.551
17885;1.55629e+15;0.999999;6.71402e-07;-991.319;559.551
17886;1.55629e+15;0.999999;6.71402e-07;-991.319;559.551
17887;1.55629e+15;0.999999;6.71402e-07;-991.319;559.551
17888;1.55629e+15;0.999999;6.71402e-07;-991.319;559.551
17889;1.55629e+15;0.999999;6.71402e-07;-991.319;559.551
17890;1.55629e+15;0.999999;6.71402e-07;-991.319;559.551
17891;1.55629e+15;0.999999;6.71402e-07;-991.319;559.551
17892;1.55629e+15;0.999999;6.71402e-07;-991.319;559.551
17893;1.55629e+15;0.999999;6.71402e-07;-991.319;559.551
17894;1.55629e+15;0.999999;6.71402e-07;-991.319;559.551
17895;1.55629e+15;0.999999;6.71402e-07;-991.319;559.551
17896;1.55629e+15;0.999999;6.71402e-07;-991.319;559.551
17897;1.55629e+15;0.999999;6.71402e-07;-991.319;559.551
17898;1.55629e+15;0.999999;6.71402e-07;-991.319;559.551
17899;1.55629e+15;0.999999;6.71402e-07;-991.319;559.551
17900;1.55629e+15;0.999999;6.71402e-07;-991.319;559.551
17901;1.55629e+15;0.999999;6.71402e-07;-991.319;559.551
17902;1.55629e+15;0.999999;6.71402e-07;-991.319;559.551
17903;1.55629e+15;0.999999;6.71402e-07;-991.319;559.551
17904;1.55629e+15;0.999999;6.71402e-07;-991.319;559.551
17905;1.55629e+15;0.999999;6.71402e-07;-991.319;559.551
17906;1.55629e+15;0.999999;6.71402e-07;-991.319;559.551
17907;1.55629e+15;0.999999;6.71402e-07;-991.319;559.551
17908;1.55629e+15;0.999999;6.71402e-07;-991.319;559.551
17909;1.55629e+15;0.999999;6.71402e-07;-991.319;559.551
17910;1.55629e+15;0.999999;6.71402e-07;-991.319;559.551
17911;1.55629e+15;0.999999;6.71402e-07;-991.319;559.551
17912;1.55629e+15;0.999999;6.71402e-07;-991.319;559.551
17913;1.55629e+15;0.999999;6.71402e-07;-991.319;559.551
17914;1.55629e+15;0.999999;6.71402e-07;-991.319;559.551
17915;1.55629e+15;0.999999;6.71402e-07;-991.319;559.551
17916;1.55629e+15;0.999999;6.71402e-07;-991.319;559.551
17917;1.55629e+15;0.999999;6.71402e-07;-991.319;559.551
17918;1.55629e+15;0.999999;6.71402e-07;-991.319;559.551
17919;1.55629e+15;0.999999;6.71402e-07;-991.319;559.551
17920;1.55629e+15;0.999999;6.71402e-07;-991.319;559.551
17921;1.55629e+15;0.999999;6.71402e-07;-991.319;559.551
17922;1.55629e+15;0.999999;6.71402e-07;-991.319;559.551
17923;1.55629e+15;0.999999;6.71402e-07;-991.319;559.551
17924;1.55629e+15;0.999999;6.71402e-07;-991.319;559.551
17925;1.55629e+15;0.999999;6.71402e-07;-991.319;559.551
17926;1.55629e+15;0.999999;6.71402e-07;-991.319;559.551
17927;1.55629e+15;0.999999;6.71402e-07;-991.319;559.551
17928;1.55629e+15;0.999999;6.71402e-07;-991.319;559.551
17929;1.55629e+15;0.999999;6.71402e-07;-991.319;559.551
17930;1.55629e+15;0.999999;6.71402e-07;-991.319;559.551
17931;1.55629e+15;0.999999;6.71402e-07;-991.319;559.551
17932;1.55629e+15;0.999999;6.71402e-07;-991.319;559.551
17933;1.55629e+15;0.999999;6.71402e-07;-991.319;559.551
17934;1.55629e+15;0.999999;6.71402e-07;-991.319;559.551
17935;1.55629e+15;0.999999;6.71402e-07;-991.319;559.551
17936;1.55629e+15;0.999999;6.71402e-07;-991.319;559.551
17937;1.55629e+15;0.999999;6.71402e-07;-991.319;559.551
17938;1.55629e+15;0.999999;6.71402e-07;-991.319;559.551
17939;1.55629e+15;0.999999;6.71402e-07;-991.319;559.551
17940;1.55629e+15;0.999999;6.71402e-07;-991.319;559.551
17941;1.55629e+15;0.999999;6.71402e-07;-991.319;559.551
17942;1.55629e+15;0.999999;6.71402e-07;-991.319;559.551
17943;1.55629e+15;0.999999;6.71402e-07;-991.319;559.551
17944;1.55629e+15;0.999999;6.71402e-07;-991.319;559.551
17945;1.55629e+15;0.999999;6.71402e-07;-991.319;559.551
17946;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
17947;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
17948;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
17949;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
17950;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
17951;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
17952;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
17953;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
17954;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
17955;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
17956;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
17957;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
17958;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
17959;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
17960;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
17961;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
17962;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
17963;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
17964;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
17965;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
17966;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
17967;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
17968;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
17969;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
17970;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
17971;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
17972;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
17973;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
17974;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
17975;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
17976;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
17977;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
17978;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
17979;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
17980;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
17981;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
17982;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
17983;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
17984;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
17985;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
17986;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
17987;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
17988;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
17989;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
17990;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
17991;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
17992;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
17993;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
17994;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
17995;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
17996;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
17997;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
17998;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
17999;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
18000;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
18001;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
18002;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
18003;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
18004;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
18005;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
18006;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
18007;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
18008;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
18009;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
18010;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
18011;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
18012;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
18013;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
18014;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
18015;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
18016;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
18017;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
18018;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
18019;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
18020;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
18021;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
18022;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
18023;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
18024;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
18025;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
18026;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
18027;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
18028;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
18029;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
18030;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
18031;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
18032;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
18033;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
18034;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
18035;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
18036;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
18037;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
18038;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
18039;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
18040;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
18041;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
18042;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
18043;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
18044;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
18045;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
18046;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
18047;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
18048;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
18049;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
18050;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
18051;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
18052;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
18053;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
18054;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
18055;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
18056;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
18057;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
18058;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
18059;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
18060;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
18061;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
18062;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
18063;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
18064;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
18065;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
18066;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
18067;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
18068;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
18069;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
18070;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
18071;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
18072;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
18073;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
18074;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
18075;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
18076;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
18077;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
18078;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
18079;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
18080;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
18081;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
18082;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
18083;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
18084;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
18085;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
18086;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
18087;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
18088;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
18089;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
18090;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
18091;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
18092;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
18093;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
18094;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
18095;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
18096;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
18097;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
18098;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
18099;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
18100;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
18101;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
18102;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
18103;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
18104;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
18105;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
18106;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
18107;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
18108;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
18109;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
18110;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
18111;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
18112;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
18113;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
18114;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
18115;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
18116;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
18117;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
18118;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
18119;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
18120;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
18121;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
18122;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
18123;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
18124;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
18125;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
18126;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
18127;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
18128;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
18129;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
18130;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
18131;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
18132;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
18133;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
18134;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
18135;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
18136;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
18137;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
18138;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
18139;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
18140;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
18141;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
18142;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
18143;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
18144;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
18145;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
18146;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
18147;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
18148;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
18149;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
18150;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
18151;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
18152;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
18153;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
18154;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
18155;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
18156;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
18157;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
18158;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
18159;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
18160;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
18161;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
18162;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
18163;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
18164;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
18165;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
18166;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
18167;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
18168;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
18169;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
18170;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
18171;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
18172;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
18173;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
18174;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
18175;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
18176;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
18177;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
18178;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
18179;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
18180;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
18181;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
18182;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
18183;1.55629e+15;0.999999;6.58387e-07;-991.229;559.461
